 F		 G
 8.51138038e+04 -1.88108015e+01 
 8.70963590e+04 -1.88271225e+01 
 8.91250938e+04 -1.88416964e+01 
 9.12010839e+04 -1.88546074e+01 
 9.33254301e+04 -1.88659391e+01 
 9.54992586e+04 -1.88757735e+01 
 9.77237221e+04 -1.88841916e+01 
 1.00000000e+05 -1.88912733e+01 
 1.02329299e+05 -1.88970972e+01 
 1.04712855e+05 -1.89017403e+01 
 1.07151931e+05 -1.89052789e+01 
 1.09647820e+05 -1.89077874e+01 
 1.12201845e+05 -1.89093389e+01 
 1.14815362e+05 -1.89100051e+01 
 1.17489755e+05 -1.89098560e+01 
 1.20226443e+05 -1.89089597e+01 
 1.23026877e+05 -1.89073829e+01 
 1.25892541e+05 -1.89051900e+01 
 1.28824955e+05 -1.89024435e+01 
 1.31825674e+05 -1.88992038e+01 
 1.34896288e+05 -1.88955291e+01 
 1.38038426e+05 -1.88914751e+01 
 1.41253754e+05 -1.88870952e+01 
 1.44543977e+05 -1.88824402e+01 
 1.47910839e+05 -1.88775583e+01 
 1.51356125e+05 -1.88724948e+01 
 1.54881662e+05 -1.88672926e+01 
 1.58489319e+05 -1.88619913e+01 
 1.62181010e+05 -1.88566280e+01 
 1.65958691e+05 -1.88512368e+01 
 1.69824365e+05 -1.88458486e+01 
 1.73780083e+05 -1.88404919e+01 
 1.77827941e+05 -1.88351919e+01 
 1.81970086e+05 -1.88299710e+01 
 1.86208714e+05 -1.88248490e+01 
 1.90546072e+05 -1.88198428e+01 
 1.94984460e+05 -1.88149666e+01 
 1.99526231e+05 -1.88102323e+01 
 2.04173794e+05 -1.88056492e+01 
 2.08929613e+05 -1.88012243e+01 
 2.13796209e+05 -1.87969623e+01 
 2.18776162e+05 -1.87928662e+01 
 2.23872114e+05 -1.87889370e+01 
 2.29086765e+05 -1.87851738e+01 
 2.34422882e+05 -1.87815743e+01 
 2.39883292e+05 -1.87781350e+01 
 2.45470892e+05 -1.87748508e+01 
 2.51188643e+05 -1.87717160e+01 
 2.57039578e+05 -1.87687236e+01 
 2.63026799e+05 -1.87658661e+01 
 2.69153480e+05 -1.87631354e+01 
 2.75422870e+05 -1.87605229e+01 
 2.81838293e+05 -1.87580198e+01 
 2.88403150e+05 -1.87556170e+01 
 2.95120923e+05 -1.87533055e+01 
 3.01995172e+05 -1.87510762e+01 
 3.09029543e+05 -1.87489203e+01 
 3.16227766e+05 -1.87468290e+01 
 3.23593657e+05 -1.87447942e+01 
 3.31131121e+05 -1.87428078e+01 
 3.38844156e+05 -1.87408623e+01 
 3.46736850e+05 -1.87389508e+01 
 3.54813389e+05 -1.87370666e+01 
 3.63078055e+05 -1.87352038e+01 
 3.71535229e+05 -1.87333570e+01 
 3.80189396e+05 -1.87315214e+01 
 3.89045145e+05 -1.87296926e+01 
 3.98107171e+05 -1.87278669e+01 
 4.07380278e+05 -1.87260412e+01 
 4.16869383e+05 -1.87242129e+01 
 4.26579519e+05 -1.87223798e+01 
 4.36515832e+05 -1.87205404e+01 
 4.46683592e+05 -1.87186936e+01 
 4.57088190e+05 -1.87168386e+01 
 4.67735141e+05 -1.87149752e+01 
 4.78630092e+05 -1.87131035e+01 
 4.89778819e+05 -1.87112239e+01 
 5.01187234e+05 -1.87093373e+01 
 5.12861384e+05 -1.87074446e+01 
 5.24807460e+05 -1.87055471e+01 
 5.37031796e+05 -1.87036464e+01 
 5.49540874e+05 -1.87017440e+01 
 5.62341325e+05 -1.86998418e+01 
 5.75439937e+05 -1.86979417e+01 
 5.88843655e+05 -1.86960457e+01 
 6.02559586e+05 -1.86941558e+01 
 6.16595002e+05 -1.86922741e+01 
 6.30957344e+05 -1.86904027e+01 
 6.45654229e+05 -1.86885437e+01 
 6.60693448e+05 -1.86866991e+01 
 6.76082975e+05 -1.86848710e+01 
 6.91830971e+05 -1.86830611e+01 
 7.07945784e+05 -1.86812714e+01 
 7.24435960e+05 -1.86795036e+01 
 7.41310241e+05 -1.86777594e+01 
 7.58577575e+05 -1.86760402e+01 
 7.76247117e+05 -1.86743475e+01 
 7.94328235e+05 -1.86726826e+01 
 8.12830516e+05 -1.86710467e+01 
 8.31763771e+05 -1.86694408e+01 
 8.51138038e+05 -1.86678659e+01 
 8.70963590e+05 -1.86663226e+01 
 8.91250938e+05 -1.86648118e+01 
 9.12010839e+05 -1.86633339e+01 
 9.33254301e+05 -1.86618895e+01 
 9.54992586e+05 -1.86604787e+01 
 9.77237221e+05 -1.86591019e+01 
 1.00000000e+06 -1.86577591e+01 
