 1.00000000e-02  1.43256862e+01 
 1.02329299e-02  1.44655903e+01 
 1.04712855e-02  1.46036212e+01 
 1.07151931e-02  1.47397411e+01 
 1.09647820e-02  1.48739139e+01 
 1.12201845e-02  1.50061046e+01 
 1.14815362e-02  1.51362797e+01 
 1.17489755e-02  1.52644073e+01 
 1.20226443e-02  1.53904572e+01 
 1.23026877e-02  1.55144012e+01 
 1.25892541e-02  1.56362126e+01 
 1.28824955e-02  1.57558670e+01 
 1.31825674e-02  1.58733419e+01 
 1.34896288e-02  1.59886170e+01 
 1.38038426e-02  1.61016743e+01 
 1.41253754e-02  1.62124980e+01 
 1.44543977e-02  1.63210747e+01 
 1.47910839e-02  1.64273933e+01 
 1.51356125e-02  1.65314452e+01 
 1.54881662e-02  1.66332244e+01 
 1.58489319e-02  1.67327270e+01 
 1.62181010e-02  1.68299520e+01 
 1.65958691e-02  1.69249007e+01 
 1.69824365e-02  1.70175768e+01 
 1.73780083e-02  1.71079866e+01 
 1.77827941e-02  1.71961388e+01 
 1.81970086e-02  1.72820443e+01 
 1.86208714e-02  1.73657166e+01 
 1.90546072e-02  1.74471713e+01 
 1.94984460e-02  1.75264261e+01 
 1.99526231e-02  1.76035011e+01 
 2.04173794e-02  1.76784182e+01 
 2.08929613e-02  1.77512014e+01 
 2.13796209e-02  1.78218765e+01 
 2.18776162e-02  1.78904710e+01 
 2.23872114e-02  1.79570140e+01 
 2.29086765e-02  1.80215363e+01 
 2.34422882e-02  1.80840701e+01 
 2.39883292e-02  1.81446487e+01 
 2.45470892e-02  1.82033070e+01 
 2.51188643e-02  1.82600804e+01 
 2.57039578e-02  1.83150059e+01 
 2.63026799e-02  1.83681208e+01 
 2.69153480e-02  1.84194635e+01 
 2.75422870e-02  1.84690730e+01 
 2.81838293e-02  1.85169885e+01 
 2.88403150e-02  1.85632500e+01 
 2.95120923e-02  1.86078975e+01 
 3.01995172e-02  1.86509715e+01 
 3.09029543e-02  1.86925124e+01 
 3.16227766e-02  1.87325607e+01 
 3.23593657e-02  1.87711568e+01 
 3.31131121e-02  1.88083409e+01 
 3.38844156e-02  1.88441533e+01 
 3.46736850e-02  1.88786336e+01 
 3.54813389e-02  1.89118214e+01 
 3.63078055e-02  1.89437555e+01 
 3.71535229e-02  1.89744746e+01 
 3.80189396e-02  1.90040167e+01 
 3.89045145e-02  1.90324193e+01 
 3.98107171e-02  1.90597192e+01 
 4.07380278e-02  1.90859526e+01 
 4.16869383e-02  1.91111550e+01 
 4.26579519e-02  1.91353614e+01 
 4.36515832e-02  1.91586057e+01 
 4.46683592e-02  1.91809213e+01 
 4.57088190e-02  1.92023408e+01 
 4.67735141e-02  1.92228960e+01 
 4.78630092e-02  1.92426178e+01 
 4.89778819e-02  1.92615365e+01 
 5.01187234e-02  1.92796815e+01 
 5.12861384e-02  1.92970813e+01 
 5.24807460e-02  1.93137637e+01 
 5.37031796e-02  1.93297556e+01 
 5.49540874e-02  1.93450834e+01 
 5.62341325e-02  1.93597722e+01 
 5.75439937e-02  1.93738467e+01 
 5.88843655e-02  1.93873308e+01 
 6.02559586e-02  1.94002474e+01 
 6.16595002e-02  1.94126188e+01 
 6.30957344e-02  1.94244667e+01 
 6.45654229e-02  1.94358117e+01 
 6.60693448e-02  1.94466740e+01 
 6.76082975e-02  1.94570730e+01 
 6.91830971e-02  1.94670274e+01 
 7.07945784e-02  1.94765552e+01 
 7.24435960e-02  1.94856739e+01 
 7.41310241e-02  1.94944002e+01 
 7.58577575e-02  1.95027503e+01 
 7.76247117e-02  1.95107396e+01 
 7.94328235e-02  1.95183832e+01 
 8.12830516e-02  1.95256954e+01 
 8.31763771e-02  1.95326901e+01 
