 1.00000000e-02  2.92851732e+01 
 1.02329299e-02  2.95716151e+01 
 1.04712855e-02  2.98542754e+01 
 1.07151931e-02  3.01330812e+01 
 1.09647820e-02  3.04079621e+01 
 1.12201845e-02  3.06788499e+01 
 1.14815362e-02  3.09456787e+01 
 1.17489755e-02  3.12083857e+01 
 1.20226443e-02  3.14669110e+01 
 1.23026877e-02  3.17211978e+01 
 1.25892541e-02  3.19711928e+01 
 1.28824955e-02  3.22168464e+01 
 1.31825674e-02  3.24581126e+01 
 1.34896288e-02  3.26949497e+01 
 1.38038426e-02  3.29273199e+01 
 1.41253754e-02  3.31551897e+01 
 1.44543977e-02  3.33785303e+01 
 1.47910839e-02  3.35973172e+01 
 1.51356125e-02  3.38115306e+01 
 1.54881662e-02  3.40211557e+01 
 1.58489319e-02  3.42261821e+01 
 1.62181010e-02  3.44266047e+01 
 1.65958691e-02  3.46224229e+01 
 1.69824365e-02  3.48136411e+01 
 1.73780083e-02  3.50002687e+01 
 1.77827941e-02  3.51823198e+01 
 1.81970086e-02  3.53598133e+01 
 1.86208714e-02  3.55327726e+01 
 1.90546072e-02  3.57012259e+01 
 1.94984460e-02  3.58652059e+01 
 1.99526231e-02  3.60247495e+01 
 2.04173794e-02  3.61798977e+01 
 2.08929613e-02  3.63306958e+01 
 2.13796209e-02  3.64771927e+01 
 2.18776162e-02  3.66194412e+01 
 2.23872114e-02  3.67574972e+01 
 2.29086765e-02  3.68914202e+01 
 2.34422882e-02  3.70212725e+01 
 2.39883292e-02  3.71471193e+01 
 2.45470892e-02  3.72690286e+01 
 2.51188643e-02  3.73870703e+01 
 2.57039578e-02  3.75013168e+01 
 2.63026799e-02  3.76118423e+01 
 2.69153480e-02  3.77187226e+01 
 2.75422870e-02  3.78220351e+01 
 2.81838293e-02  3.79218582e+01 
 2.88403150e-02  3.80182716e+01 
 2.95120923e-02  3.81113556e+01 
 3.01995172e-02  3.82011911e+01 
 3.09029543e-02  3.82878595e+01 
 3.16227766e-02  3.83714424e+01 
 3.23593657e-02  3.84520213e+01 
 3.31131121e-02  3.85296777e+01 
 3.38844156e-02  3.86044928e+01 
 3.46736850e-02  3.86765473e+01 
 3.54813389e-02  3.87459213e+01 
 3.63078055e-02  3.88126943e+01 
 3.71535229e-02  3.88769447e+01 
 3.80189396e-02  3.89387503e+01 
 3.89045145e-02  3.89981876e+01 
 3.98107171e-02  3.90553319e+01 
 4.07380278e-02  3.91102576e+01 
 4.16869383e-02  3.91630374e+01 
 4.26579519e-02  3.92137429e+01 
 4.36515832e-02  3.92624442e+01 
 4.46683592e-02  3.93092098e+01 
 4.57088190e-02  3.93541070e+01 
 4.67735141e-02  3.93972011e+01 
 4.78630092e-02  3.94385563e+01 
 4.89778819e-02  3.94782348e+01 
 5.01187234e-02  3.95162975e+01 
 5.12861384e-02  3.95528034e+01 
 5.24807460e-02  3.95878101e+01 
 5.37031796e-02  3.96213734e+01 
 5.49540874e-02  3.96535477e+01 
 5.62341325e-02  3.96843855e+01 
 5.75439937e-02  3.97139380e+01 
 5.88843655e-02  3.97422546e+01 
 6.02559586e-02  3.97693831e+01 
 6.16595002e-02  3.97953700e+01 
 6.30957344e-02  3.98202601e+01 
 6.45654229e-02  3.98440967e+01 
 6.60693448e-02  3.98669217e+01 
 6.76082975e-02  3.98887756e+01 
